Date,Price
2017-01-20,0.008427
2017-01-21,0.012934
2017-01-22,0.009056
2017-01-23,0.013288
2017-01-24,0.012528
2017-01-25,0.005111
2017-01-26,0.005125
2017-01-27,0.010295
2017-01-28,0.010228
2017-01-29,0.005322
2017-01-30,0.005324
2017-01-31,0.007169
2017-02-01,0.002648
2017-02-02,0.001883
2017-02-03,0.001927
2017-02-04,0.00454
2017-02-05,0.003067
2017-02-06,0.003923
2017-02-07,0.003152
2017-02-08,0.002406
2017-02-09,0.002989
2017-02-10,0.00285
2017-02-11,0.003484
2017-02-12,0.002235
2017-02-13,0.002186
2017-02-14,0.002201
2017-02-15,0.002208
2017-02-16,0.002485
2017-02-17,0.002513
2017-02-18,0.00335
2017-02-19,0.002295
2017-02-20,0.002246
2017-02-21,0.002283
2017-02-22,0.002235
2017-02-23,0.002168
2017-02-24,0.002151
2017-02-25,0.002575
2017-02-26,0.002315
2017-02-27,0.002331
2017-02-28,0.002614
2017-03-01,0.002297
2017-03-02,0.002265
2017-03-03,0.002664
2017-03-04,0.002329
2017-03-05,0.002625
2017-03-06,0.002681
2017-03-07,0.00265
2017-03-08,0.002105
2017-03-09,0.00144
2017-03-10,0.002206
2017-03-11,0.002266
2017-03-12,0.002254
2017-03-13,0.00219
2017-03-14,0.001576
2017-03-15,0.001536
2017-03-16,0.001491
2017-03-17,0.001462
2017-03-18,0.001274
2017-03-19,0.001299
2017-03-20,0.001824
2017-03-21,0.001116
2017-03-22,0.001024
2017-03-23,0.000789
2017-03-24,0.001546
2017-03-25,0.000793
2017-03-26,0.000813
2017-03-27,0.000758
2017-03-28,0.001274
2017-03-29,0.000353
2017-03-30,0.000354
2017-03-31,0.000647
2017-04-01,0.000544
2017-04-02,0.000688
2017-04-03,0.000564
2017-04-04,0.000572
2017-04-05,0.000558
2017-04-06,0.000628
2017-04-07,0.00064
2017-04-08,0.000872
2017-04-09,0.001081
2017-04-10,0.001073
2017-04-11,0.001147
2017-04-12,0.000886
2017-04-13,0.000888
2017-04-14,0.000982
2017-04-15,0.001067
2017-04-16,0.000941
2017-04-17,0.000938
2017-04-18,0.000955
2017-04-19,0.000615
2017-04-20,0.000616
2017-04-21,0.000353
2017-04-22,0.000355
2017-04-23,0.000602
2017-04-24,0.000605
2017-04-25,0.000792
2017-04-26,0.000785
2017-04-27,0.000809
2017-04-28,0.000983
2017-04-29,0.001015
2017-04-30,0.001105
2017-05-01,0.002311
2017-05-02,0.001417
2017-05-03,0.000741
2017-05-04,0.000745
2017-05-05,0.000765
2017-05-06,0.000771
2017-05-07,0.000784
2017-05-08,0.000925
2017-05-09,0.000944
2017-05-10,0.001177
2017-05-11,0.000912
2017-05-12,0.0009
2017-05-13,0.000844
2017-05-14,0.000885
2017-05-15,0.000831
2017-05-16,0.000571
2017-05-17,0.001135
2017-05-18,0.000695
2017-05-19,0.000698
2017-05-20,0.000725
2017-05-21,0.000757
2017-05-22,0.000793
2017-05-23,0.001491
2017-05-24,0.001583
2017-05-25,0.001729
2017-05-26,0.00098
2017-05-27,0.000622
2017-05-28,0.000675
2017-05-29,0.000738
2017-05-30,0.001178
2017-05-31,0.001038
2017-06-01,0.001098
2017-06-02,0.000428
2017-06-03,0.00044
2017-06-04,0.000767
2017-06-05,0.000982
2017-06-06,0.001051
2017-06-08,0.001251
2017-06-09,0.0012
2017-06-10,0.001208
2017-06-11,0.001259
2017-07-04,1.53
2017-07-05,3.1
2017-07-06,3.09
2017-07-07,2.5
2017-07-08,1.64
2017-07-09,1.78
2017-07-10,1.7
2017-07-11,3.56
2017-07-12,2.63
2017-07-13,8.35
2017-07-14,11.87
2017-07-15,5.31
2017-07-16,10.1
2017-07-17,10.88
2017-07-18,5.96
2017-07-19,11.26
2017-07-20,10.23
2017-07-21,2.56
2017-07-22,10.62
2017-07-23,11.58
2017-07-24,10.93
2017-07-25,9.8
2017-07-26,9.65
2017-07-27,10.06
2017-07-28,10.64
2017-07-29,9.24
2017-07-30,7.29
2017-07-31,9.32
2017-08-01,4.28
2017-08-02,9.17
2017-08-03,9.32
2017-08-04,9.55
2017-08-05,10.31
2017-08-06,3.03
2017-08-07,3.22
2017-08-08,3.24
2017-08-09,6.48
2017-08-10,6.57
2017-08-11,5.29
2017-08-12,3.76
2017-08-13,4.14
2017-08-14,9.12
2017-08-15,6.42
2017-08-16,6.35
2017-08-17,10.45
2017-08-18,10.64
2017-08-19,11.86
2017-08-20,9.03
2017-08-21,11.09
2017-08-22,10.35
2017-08-23,10.95
2017-08-24,7.46
2017-08-25,7.49
2017-08-26,10.71
2017-08-27,10.8
2017-08-28,10.41
2017-08-29,10.79
2017-08-30,11.17
2017-08-31,13.74
2017-09-01,19.27
2017-09-02,20.32
2017-09-03,12.85
2017-09-04,15.96
2017-09-05,13.92
2017-09-06,14.43
2017-09-07,11.32
2017-09-08,13.31
2017-09-09,9.48
2017-09-10,9.57
2017-09-11,12.44
2017-09-12,13.93
2017-09-13,9.18
2017-09-14,8.51
2017-09-15,9.65
2017-09-16,11.25
2017-09-17,11.13
2017-09-18,9.64
2017-09-19,15.34
2017-09-20,9.93
2017-09-21,9.06
2017-09-22,10.48
2017-09-23,9.52
2017-09-24,8.37
2017-09-25,8.43
2017-09-26,8.51
2017-09-27,11.81
2017-09-28,9.54
2017-09-29,12.81
2017-09-30,11.83
2017-10-01,10.04
2017-10-02,10.93
2017-10-03,10.69
2017-10-04,10.5
2017-10-05,10.4
2017-10-06,14.01
2017-10-07,11.89
2017-10-08,14.19
2017-10-09,11.56
2017-10-10,11.96
2017-10-11,10.85
2017-10-12,9.67
2017-10-13,12.76
2017-10-14,7.97
2017-10-15,7.72
2017-10-16,9.74
2017-10-17,9.69
2017-10-18,11.34
2017-10-19,11.11
2017-10-20,12.48
2017-10-21,16.45
2017-10-22,14.74
2017-10-23,16.19
2017-10-24,9.59
2017-10-25,11.96
2017-10-26,9.17
2017-10-27,8.56
2017-10-28,9.35
2017-10-29,11.92
2017-10-30,12.51
2017-10-31,15.65
2017-11-01,13.7
2017-11-02,9.6
2017-11-03,15.34
2017-11-04,10.35
2017-11-05,10.23
2017-11-06,10.02
2017-11-07,14.72
2017-11-08,14.36
2017-11-09,14.1
2017-11-10,7.45
2017-11-11,9.39
2017-11-12,7.36
2017-11-13,9.13
2017-11-14,9.92
2017-11-15,12.6
2017-11-16,13.01
2017-11-17,13.02
2017-11-18,10.83
2017-11-19,10.79
2017-11-20,11.16
